any;secció censal;sexe;edat;concepte;estat;valor
2024;25001901001;homes;de 0 a 15 anys;població;;6
2024;25001901001;homes;de 16 a 64 anys;població;;54
2024;25001901001;homes;65 anys o més;població;;22
2024;25001901001;homes;total;població;;82
2024;25001901001;dones;de 0 a 15 anys;població;;8
2024;25001901001;dones;de 16 a 64 anys;població;;54
2024;25001901001;dones;65 anys o més;població;;17
2024;25001901001;dones;total;població;;79
2024;25001901001;total;de 0 a 15 anys;població;;14
2024;25001901001;total;de 16 a 64 anys;població;;108
2024;25001901001;total;65 anys o més;població;;39
2024;25001901001;total;total;població;;161
2024;08001801001;homes;de 0 a 15 anys;població;;111
2024;08001801001;homes;de 16 a 64 anys;població;;508
2024;08001801001;homes;65 anys o més;població;;147
2024;08001801001;homes;total;població;;766
2024;08001801001;dones;de 0 a 15 anys;població;;110
2024;08001801001;dones;de 16 a 64 anys;població;;487
2024;08001801001;dones;65 anys o més;població;;188
2024;08001801001;dones;total;població;;785
2024;08001801001;total;de 0 a 15 anys;població;;221
2024;08001801001;total;de 16 a 64 anys;població;;995
2024;08001801001;total;65 anys o més;població;;335
2024;08001801001;total;total;població;;1551
2024;08001801002;homes;de 0 a 15 anys;població;;165
2024;08001801002;homes;de 16 a 64 anys;població;;646
2024;08001801002;homes;65 anys o més;població;;173
2024;08001801002;homes;total;població;;984
2024;08001801002;dones;de 0 a 15 anys;població;;138
2024;08001801002;dones;de 16 a 64 anys;població;;621
2024;08001801002;dones;65 anys o més;població;;228
2024;08001801002;dones;total;població;;987
2024;08001801002;total;de 0 a 15 anys;població;;303
2024;08001801002;total;de 16 a 64 anys;població;;1267
2024;08001801002;total;65 anys o més;població;;401
2024;08001801002;total;total;població;;1971
2024;08001801003;homes;de 0 a 15 anys;població;;75
2024;08001801003;homes;de 16 a 64 anys;població;;314
2024;08001801003;homes;65 anys o més;població;;71
2024;08001801003;homes;total;població;;460
2024;08001801003;dones;de 0 a 15 anys;població;;90
2024;08001801003;dones;de 16 a 64 anys;població;;316
2024;08001801003;dones;65 anys o més;població;;86
2024;08001801003;dones;total;població;;492
2024;08001801003;total;de 0 a 15 anys;població;;165
2024;08001801003;total;de 16 a 64 anys;població;;630
2024;08001801003;total;65 anys o més;població;;157
2024;08001801003;total;total;població;;952
2024;08001801004;homes;de 0 a 15 anys;població;;197
2024;08001801004;homes;de 16 a 64 anys;població;;686
2024;08001801004;homes;65 anys o més;població;;132
2024;08001801004;homes;total;població;;1015
2024;08001801004;dones;de 0 a 15 anys;població;;182
2024;08001801004;dones;de 16 a 64 anys;població;;641
2024;08001801004;dones;65 anys o més;població;;146
2024;08001801004;dones;total;població;;969
2024;08001801004;total;de 0 a 15 anys;població;;379
2024;08001801004;total;de 16 a 64 anys;població;;1327
2024;08001801004;total;65 anys o més;població;;278
2024;08001801004;total;total;població;;1984
2024;08001801005;homes;de 0 a 15 anys;població;;149
2024;08001801005;homes;de 16 a 64 anys;població;;620
2024;08001801005;homes;65 anys o més;població;;155
2024;08001801005;homes;total;població;;924
2024;08001801005;dones;de 0 a 15 anys;població;;104
2024;08001801005;dones;de 16 a 64 anys;població;;576
2024;08001801005;dones;65 anys o més;població;;242
2024;08001801005;dones;total;població;;922
2024;08001801005;total;de 0 a 15 anys;població;;253
2024;08001801005;total;de 16 a 64 anys;població;;1196
2024;08001801005;total;65 anys o més;població;;397
2024;08001801005;total;total;població;;1846
2024;08001801007;homes;de 0 a 15 anys;població;;69
2024;08001801007;homes;de 16 a 64 anys;població;;405
2024;08001801007;homes;65 anys o més;població;;59
2024;08001801007;homes;total;població;;533
2024;08001801007;dones;de 0 a 15 anys;població;;105
2024;08001801007;dones;de 16 a 64 anys;població;;359
2024;08001801007;dones;65 anys o més;població;;62
2024;08001801007;dones;total;població;;526
2024;08001801007;total;de 0 a 15 anys;població;;174
2024;08001801007;total;de 16 a 64 anys;població;;764
2024;08001801007;total;65 anys o més;població;;121
2024;08001801007;total;total;població;;1059
2024;08001801008;homes;de 0 a 15 anys;població;;194
2024;08001801008;homes;de 16 a 64 anys;població;;688
2024;08001801008;homes;65 anys o més;població;;107
2024;08001801008;homes;total;població;;989
2024;08001801008;dones;de 0 a 15 anys;població;;157
2024;08001801008;dones;de 16 a 64 anys;població;;668
2024;08001801008;dones;65 anys o més;població;;144
2024;08001801008;dones;total;població;;969
2024;08001801008;total;de 0 a 15 anys;població;;351
2024;08001801008;total;de 16 a 64 anys;població;;1356
2024;08001801008;total;65 anys o més;població;;251
2024;08001801008;total;total;població;;1958
2024;08001801009;homes;de 0 a 15 anys;població;;147
2024;08001801009;homes;de 16 a 64 anys;població;;587
2024;08001801009;homes;65 anys o més;població;;112
2024;08001801009;homes;total;població;;846
2024;08001801009;dones;de 0 a 15 anys;població;;133
2024;08001801009;dones;de 16 a 64 anys;població;;555
2024;08001801009;dones;65 anys o més;població;;126
2024;08001801009;dones;total;població;;814
2024;08001801009;total;de 0 a 15 anys;població;;280
2024;08001801009;total;de 16 a 64 anys;població;;1142
2024;08001801009;total;65 anys o més;població;;238
2024;08001801009;total;total;població;;1660
2024;25002401001;homes;de 0 a 15 anys;població;;28
2024;25002401001;homes;de 16 a 64 anys;població;;213
2024;25002401001;homes;65 anys o més;població;;89
2024;25002401001;homes;total;població;;330
2024;25002401001;dones;de 0 a 15 anys;població;;33
2024;25002401001;dones;de 16 a 64 anys;població;;161
2024;25002401001;dones;65 anys o més;població;;84
2024;25002401001;dones;total;població;;278
2024;25002401001;total;de 0 a 15 anys;població;;61
2024;25002401001;total;de 16 a 64 anys;població;;374
2024;25002401001;total;65 anys o més;població;;173
2024;25002401001;total;total;població;;608
2024;25003001001;homes;de 0 a 15 anys;població;;74
2024;25003001001;homes;de 16 a 64 anys;població;;321
2024;25003001001;homes;65 anys o més;població;;87
2024;25003001001;homes;total;població;;482
2024;25003001001;dones;de 0 a 15 anys;població;;70
2024;25003001001;dones;de 16 a 64 anys;població;;230
2024;25003001001;dones;65 anys o més;població;;119
2024;25003001001;dones;total;població;;419
2024;25003001001;total;de 0 a 15 anys;població;;144
2024;25003001001;total;de 16 a 64 anys;població;;551
2024;25003001001;total;65 anys o més;població;;206
2024;25003001001;total;total;població;;901
2024;25003001002;homes;de 0 a 15 anys;població;;81
2024;25003001002;homes;de 16 a 64 anys;població;;336
2024;25003001002;homes;65 anys o més;població;;99
2024;25003001002;homes;total;població;;516
2024;25003001002;dones;de 0 a 15 anys;població;;75
2024;25003001002;dones;de 16 a 64 anys;població;;246
2024;25003001002;dones;65 anys o més;població;;140
2024;25003001002;dones;total;població;;461
2024;25003001002;total;de 0 a 15 anys;població;;156
2024;25003001002;total;de 16 a 64 anys;població;;582
2024;25003001002;total;65 anys o més;població;;239
2024;25003001002;total;total;població;;977
2024;25003001003;homes;de 0 a 15 anys;població;;158
2024;25003001003;homes;de 16 a 64 anys;població;;709
2024;25003001003;homes;65 anys o més;població;;158
2024;25003001003;homes;total;població;;1025
2024;25003001003;dones;de 0 a 15 anys;població;;185
2024;25003001003;dones;de 16 a 64 anys;població;;683
2024;25003001003;dones;65 anys o més;població;;177
2024;25003001003;dones;total;població;;1045
2024;25003001003;total;de 0 a 15 anys;població;;343
2024;25003001003;total;de 16 a 64 anys;població;;1392
2024;25003001003;total;65 anys o més;població;;335
2024;25003001003;total;total;població;;2070
2024;25003001004;homes;de 0 a 15 anys;població;;135
2024;25003001004;homes;de 16 a 64 anys;població;;530
2024;25003001004;homes;65 anys o més;població;;157
2024;25003001004;homes;total;població;;822
2024;25003001004;dones;de 0 a 15 anys;població;;131
2024;25003001004;dones;de 16 a 64 anys;població;;509
2024;25003001004;dones;65 anys o més;població;;182
2024;25003001004;dones;total;població;;822
2024;25003001004;total;de 0 a 15 anys;població;;266
2024;25003001004;total;de 16 a 64 anys;població;;1039
2024;25003001004;total;65 anys o més;població;;339
2024;25003001004;total;total;població;;1644
2024;08002301001;homes;de 0 a 15 anys;població;;27
2024;08002301001;homes;de 16 a 64 anys;població;;99
2024;08002301001;homes;65 anys o més;població;;30
2024;08002301001;homes;total;població;;156
2024;08002301001;dones;de 0 a 15 anys;població;;24
2024;08002301001;dones;de 16 a 64 anys;població;;86
2024;08002301001;dones;65 anys o més;població;;25
2024;08002301001;dones;total;població;;135
2024;08002301001;total;de 0 a 15 anys;població;;51
2024;08002301001;total;de 16 a 64 anys;població;;185
2024;08002301001;total;65 anys o més;població;;55
2024;08002301001;total;total;població;;291
2024;17001001001;homes;de 0 a 15 anys;població;;69
2024;17001001001;homes;de 16 a 64 anys;població;;287
2024;17001001001;homes;65 anys o més;població;;90
2024;17001001001;homes;total;població;;446
2024;17001001001;dones;de 0 a 15 anys;població;;72
2024;17001001001;dones;de 16 a 64 anys;població;;298
2024;17001001001;dones;65 anys o més;població;;94
2024;17001001001;dones;total;població;;464
2024;17001001001;total;de 0 a 15 anys;població;;141
2024;17001001001;total;de 16 a 64 anys;població;;585
2024;17001001001;total;65 anys o més;població;;184
2024;17001001001;total;total;població;;910
2024;08014201001;homes;de 0 a 15 anys;població;;160
2024;08014201001;homes;de 16 a 64 anys;població;;853
2024;08014201001;homes;65 anys o més;població;;245
2024;08014201001;homes;total;població;;1258
2024;08014201001;dones;de 0 a 15 anys;població;;177
2024;08014201001;dones;de 16 a 64 anys;població;;832
2024;08014201001;dones;65 anys o més;població;;315
2024;08014201001;dones;total;població;;1324
2024;08014201001;total;de 0 a 15 anys;població;;337
2024;08014201001;total;de 16 a 64 anys;població;;1685
2024;08014201001;total;65 anys o més;població;;560
2024;08014201001;total;total;població;;2582
2024;43001701001;homes;de 0 a 15 anys;població;;57
2024;43001701001;homes;de 16 a 64 anys;població;;321
2024;43001701001;homes;65 anys o més;població;;130
2024;43001701001;homes;total;població;;508
2024;43001701001;dones;de 0 a 15 anys;població;;72
2024;43001701001;dones;de 16 a 64 anys;població;;277
2024;43001701001;dones;65 anys o més;població;;108
2024;43001701001;dones;total;població;;457
2024;43001701001;total;de 0 a 15 anys;població;;129
2024;43001701001;total;de 16 a 64 anys;població;;598
2024;43001701001;total;65 anys o més;població;;238
2024;43001701001;total;total;població;;965
2024;17002501001;homes;de 0 a 15 anys;població;;74
2024;17002501001;homes;de 16 a 64 anys;població;;267
2024;17002501001;homes;65 anys o més;població;;61
2024;17002501001;homes;total;població;;402
2024;17002501001;dones;de 0 a 15 anys;població;;65
2024;17002501001;dones;de 16 a 64 anys;població;;266
2024;17002501001;dones;65 anys o més;població;;67
2024;17002501001;dones;total;població;;398
2024;17002501001;total;de 0 a 15 anys;població;;139
2024;17002501001;total;de 16 a 64 anys;població;;533
2024;17002501001;total;65 anys o més;població;;128
2024;17002501001;total;total;població;;800
2024;25038701001;homes;de 0 a 15 anys;població;;82
2024;25038701001;homes;de 16 a 64 anys;població;;408
2024;25038701001;homes;65 anys o més;població;;121
2024;25038701001;homes;total;població;;611
2024;25038701001;dones;de 0 a 15 anys;població;;63
2024;25038701001;dones;de 16 a 64 anys;població;;317
2024;25038701001;dones;65 anys o més;població;;187
2024;25038701001;dones;total;població;;567
2024;25038701001;total;de 0 a 15 anys;població;;145
2024;25038701001;total;de 16 a 64 anys;població;;725
2024;25038701001;total;65 anys o més;població;;308
2024;25038701001;total;total;població;;1178
2024;25038701002;homes;de 0 a 15 anys;població;;152
2024;25038701002;homes;de 16 a 64 anys;població;;474
2024;25038701002;homes;65 anys o més;població;;132
2024;25038701002;homes;total;població;;758
2024;25038701002;dones;de 0 a 15 anys;població;;128
2024;25038701002;dones;de 16 a 64 anys;població;;386
2024;25038701002;dones;65 anys o més;població;;125
2024;25038701002;dones;total;població;;639
2024;25038701002;total;de 0 a 15 anys;població;;280
2024;25038701002;total;de 16 a 64 anys;població;;860
2024;25038701002;total;65 anys o més;població;;257
2024;25038701002;total;total;població;;1397
2024;25004501001;homes;de 0 a 15 anys;població;;51
2024;25004501001;homes;de 16 a 64 anys;població;;272
2024;25004501001;homes;65 anys o més;població;;85
2024;25004501001;homes;total;població;;408
2024;25004501001;dones;de 0 a 15 anys;població;;41
2024;25004501001;dones;de 16 a 64 anys;població;;261
2024;25004501001;dones;65 anys o més;població;;89
2024;25004501001;dones;total;població;;391
2024;25004501001;total;de 0 a 15 anys;població;;92
2024;25004501001;total;de 16 a 64 anys;població;;533
2024;25004501001;total;65 anys o més;població;;174
2024;25004501001;total;total;població;;799
2024;25005801001;homes;de 0 a 15 anys;població;;22
2024;25005801001;homes;de 16 a 64 anys;població;;99
2024;25005801001;homes;65 anys o més;població;;43
2024;25005801001;homes;total;població;;164
2024;25005801001;dones;de 0 a 15 anys;població;;25
2024;25005801001;dones;de 16 a 64 anys;població;;81
2024;25005801001;dones;65 anys o més;població;;55
2024;25005801001;dones;total;població;;161
2024;25005801001;total;de 0 a 15 anys;població;;47
2024;25005801001;total;de 16 a 64 anys;població;;180
2024;25005801001;total;65 anys o més;població;;98
2024;25005801001;total;total;població;;325
2024;25006101001;homes;de 0 a 15 anys;població;;15
2024;25006101001;homes;de 16 a 64 anys;població;;116
2024;25006101001;homes;65 anys o més;població;;55
2024;25006101001;homes;total;població;;186
2024;25006101001;dones;de 0 a 15 anys;població;;13
2024;25006101001;dones;de 16 a 64 anys;població;;91
2024;25006101001;dones;65 anys o més;població;;53
2024;25006101001;dones;total;població;;157
2024;25006101001;total;de 0 a 15 anys;població;;28
2024;25006101001;total;de 16 a 64 anys;població;;207
2024;25006101001;total;65 anys o més;població;;108
2024;25006101001;total;total;població;;343
2024;17003101001;homes;de 0 a 15 anys;població;;18
2024;17003101001;homes;de 16 a 64 anys;població;;49
2024;17003101001;homes;65 anys o més;població;;18
2024;17003101001;homes;total;població;;85
2024;17003101001;dones;de 0 a 15 anys;població;;18
2024;17003101001;dones;de 16 a 64 anys;població;;44
2024;17003101001;dones;65 anys o més;població;;20
2024;17003101001;dones;total;població;;82
2024;17003101001;total;de 0 a 15 anys;població;;36
2024;17003101001;total;de 16 a 64 anys;població;;93
2024;17003101001;total;65 anys o més;població;;38
2024;17003101001;total;total;població;;167
2024;25007701001;homes;de 0 a 15 anys;població;;193
2024;25007701001;homes;de 16 a 64 anys;població;;828
2024;25007701001;homes;65 anys o més;població;;123
2024;25007701001;homes;total;població;;1144
2024;25007701001;dones;de 0 a 15 anys;població;;174
2024;25007701001;dones;de 16 a 64 anys;població;;762
2024;25007701001;dones;65 anys o més;població;;167
2024;25007701001;dones;total;població;;1103
2024;25007701001;total;de 0 a 15 anys;població;;367
2024;25007701001;total;de 16 a 64 anys;població;;1590
2024;25007701001;total;65 anys o més;població;;290
2024;25007701001;total;total;població;;2247
2024;25008301001;homes;de 0 a 15 anys;població;;116
2024;25008301001;homes;de 16 a 64 anys;població;;560
2024;25008301001;homes;65 anys o més;població;;173
2024;25008301001;homes;total;població;;849
2024;25008301001;dones;de 0 a 15 anys;població;;108
2024;25008301001;dones;de 16 a 64 anys;població;;423
2024;25008301001;dones;65 anys o més;població;;191
2024;25008301001;dones;total;població;;722
2024;25008301001;total;de 0 a 15 anys;població;;224
2024;25008301001;total;de 16 a 64 anys;població;;983
2024;25008301001;total;65 anys o més;població;;364
2024;25008301001;total;total;població;;1571
2024;25009601001;homes;de 0 a 15 anys;població;;61
2024;25009601001;homes;de 16 a 64 anys;població;;224
2024;25009601001;homes;65 anys o més;població;;107
2024;25009601001;homes;total;població;;392
2024;25009601001;dones;de 0 a 15 anys;població;;50
2024;25009601001;dones;de 16 a 64 anys;població;;195
2024;25009601001;dones;65 anys o més;població;;127
2024;25009601001;dones;total;població;;372
2024;25009601001;total;de 0 a 15 anys;població;;111
2024;25009601001;total;de 16 a 64 anys;població;;419
2024;25009601001;total;65 anys o més;població;;234
2024;25009601001;total;total;població;;764
2024;43002201001;homes;de 0 a 15 anys;població;;205
2024;43002201001;homes;de 16 a 64 anys;població;;921
2024;43002201001;homes;65 anys o més;població;;255
2024;43002201001;homes;total;població;;1381
2024;43002201001;dones;de 0 a 15 anys;població;;187
2024;43002201001;dones;de 16 a 64 anys;població;;813
2024;43002201001;dones;65 anys o més;població;;297
2024;43002201001;dones;total;població;;1297
2024;43002201001;total;de 0 a 15 anys;població;;392
2024;43002201001;total;de 16 a 64 anys;població;;1734
2024;43002201001;total;65 anys o més;població;;552
2024;43002201001;total;total;població;;2678
2024;43003801001;homes;de 0 a 15 anys;població;;71
2024;43003801001;homes;de 16 a 64 anys;població;;172
2024;43003801001;homes;65 anys o més;població;;41
2024;43003801001;homes;total;població;;284
2024;43003801001;dones;de 0 a 15 anys;població;;45
2024;43003801001;dones;de 16 a 64 anys;població;;169
2024;43003801001;dones;65 anys o més;població;;40
2024;43003801001;dones;total;població;;254
2024;43003801001;total;de 0 a 15 anys;població;;116
2024;43003801001;total;de 16 a 64 anys;població;;341
2024;43003801001;total;65 anys o més;població;;81
2024;43003801001;total;total;població;;538
2024;17004601001;homes;de 0 a 15 anys;població;;54
2024;17004601001;homes;de 16 a 64 anys;població;;276
2024;17004601001;homes;65 anys o més;població;;94
2024;17004601001;homes;total;població;;424
2024;17004601001;dones;de 0 a 15 anys;població;;69
2024;17004601001;dones;de 16 a 64 anys;població;;241
2024;17004601001;dones;65 anys o més;població;;94
2024;17004601001;dones;total;població;;404
2024;17004601001;total;de 0 a 15 anys;població;;123
2024;17004601001;total;de 16 a 64 anys;població;;517
2024;17004601001;total;65 anys o més;població;;188
2024;17004601001;total;total;població;;828
2024;43004301001;homes;de 0 a 15 anys;població;;115
2024;43004301001;homes;de 16 a 64 anys;població;;503
2024;43004301001;homes;65 anys o més;població;;160
2024;43004301001;homes;total;població;;778
2024;43004301001;dones;de 0 a 15 anys;població;;96
2024;43004301001;dones;de 16 a 64 anys;població;;454
2024;43004301001;dones;65 anys o més;població;;194
2024;43004301001;dones;total;població;;744
2024;43004301001;total;de 0 a 15 anys;població;;211
2024;43004301001;total;de 16 a 64 anys;població;;957
2024;43004301001;total;65 anys o més;població;;354
2024;43004301001;total;total;població;;1522
2024;43004301002;homes;de 0 a 15 anys;població;;128
2024;43004301002;homes;de 16 a 64 anys;població;;508
2024;43004301002;homes;65 anys o més;població;;176
2024;43004301002;homes;total;població;;812
2024;43004301002;dones;de 0 a 15 anys;població;;127
2024;43004301002;dones;de 16 a 64 anys;població;;479
2024;43004301002;dones;65 anys o més;població;;225
2024;43004301002;dones;total;població;;831
2024;43004301002;total;de 0 a 15 anys;població;;255
2024;43004301002;total;de 16 a 64 anys;població;;987
2024;43004301002;total;65 anys o més;població;;401
2024;43004301002;total;total;població;;1643
2024;43004301003;homes;de 0 a 15 anys;població;;199
2024;43004301003;homes;de 16 a 64 anys;població;;1060
2024;43004301003;homes;65 anys o més;població;;310
2024;43004301003;homes;total;població;;1569
2024;43004301003;dones;de 0 a 15 anys;població;;187
2024;43004301003;dones;de 16 a 64 anys;població;;982
2024;43004301003;dones;65 anys o més;població;;313
2024;43004301003;dones;total;població;;1482
2024;43004301003;total;de 0 a 15 anys;població;;386
2024;43004301003;total;de 16 a 64 anys;població;;2042
2024;43004301003;total;65 anys o més;població;;623
2024;43004301003;total;total;població;;3051
2024;43004301004;homes;de 0 a 15 anys;població;;186
2024;43004301004;homes;de 16 a 64 anys;població;;631
2024;43004301004;homes;65 anys o més;població;;122
2024;43004301004;homes;total;població;;939
2024;43004301004;dones;de 0 a 15 anys;població;;184
2024;43004301004;dones;de 16 a 64 anys;població;;608
2024;43004301004;dones;65 anys o més;població;;137
2024;43004301004;dones;total;població;;929
2024;43004301004;total;de 0 a 15 anys;població;;370
2024;43004301004;total;de 16 a 64 anys;població;;1239
2024;43004301004;total;65 anys o més;població;;259
2024;43004301004;total;total;població;;1868
2024;43004302001;homes;de 0 a 15 anys;població;;72
2024;43004302001;homes;de 16 a 64 anys;població;;358
2024;43004302001;homes;65 anys o més;població;;150
2024;43004302001;homes;total;població;;580
2024;43004302001;dones;de 0 a 15 anys;població;;90
2024;43004302001;dones;de 16 a 64 anys;població;;319
2024;43004302001;dones;65 anys o més;població;;178
2024;43004302001;dones;total;població;;587
2024;43004302001;total;de 0 a 15 anys;població;;162
2024;43004302001;total;de 16 a 64 anys;població;;677
2024;43004302001;total;65 anys o més;població;;328
2024;43004302001;total;total;població;;1167
2024;43004302002;homes;de 0 a 15 anys;població;;35
2024;43004302002;homes;de 16 a 64 anys;població;;188
2024;43004302002;homes;65 anys o més;població;;82
2024;43004302002;homes;total;població;;305
2024;43004302002;dones;de 0 a 15 anys;població;;21
2024;43004302002;dones;de 16 a 64 anys;població;;181
2024;43004302002;dones;65 anys o més;població;;113
2024;43004302002;dones;total;població;;315
2024;43004302002;total;de 0 a 15 anys;població;;56
2024;43004302002;total;de 16 a 64 anys;població;;369
2024;43004302002;total;65 anys o més;població;;195
2024;43004302002;total;total;població;;620
2024;25010001001;homes;de 0 a 15 anys;població;;18
2024;25010001001;homes;de 16 a 64 anys;població;;73
2024;25010001001;homes;65 anys o més;població;;27
2024;25010001001;homes;total;població;;118
2024;25010001001;dones;de 0 a 15 anys;població;;17
2024;25010001001;dones;de 16 a 64 anys;població;;72
2024;25010001001;dones;65 anys o més;població;;33
2024;25010001001;dones;total;població;;122
2024;25010001001;total;de 0 a 15 anys;població;;35
2024;25010001001;total;de 16 a 64 anys;població;;145
2024;25010001001;total;65 anys o més;població;;60
2024;25010001001;total;total;població;;240
2024;25011701001;homes;de 0 a 15 anys;població;;283
2024;25011701001;homes;de 16 a 64 anys;població;;1031
2024;25011701001;homes;65 anys o més;població;;196
2024;25011701001;homes;total;població;;1510
2024;25011701001;dones;de 0 a 15 anys;població;;219
2024;25011701001;dones;de 16 a 64 anys;població;;926
2024;25011701001;dones;65 anys o més;població;;246
2024;25011701001;dones;total;població;;1391
2024;25011701001;total;de 0 a 15 anys;població;;502
2024;25011701001;total;de 16 a 64 anys;població;;1957
2024;25011701001;total;65 anys o més;població;;442
2024;25011701001;total;total;població;;2901
2024;25011701002;homes;de 0 a 15 anys;població;;265
2024;25011701002;homes;de 16 a 64 anys;població;;1016
2024;25011701002;homes;65 anys o més;població;;154
2024;25011701002;homes;total;població;;1435
2024;25011701002;dones;de 0 a 15 anys;població;;245
2024;25011701002;dones;de 16 a 64 anys;població;;919
2024;25011701002;dones;65 anys o més;població;;158
2024;25011701002;dones;total;població;;1322
2024;25011701002;total;de 0 a 15 anys;població;;510
2024;25011701002;total;de 16 a 64 anys;població;;1935
2024;25011701002;total;65 anys o més;població;;312
2024;25011701002;total;total;població;;2757
2024;25011701003;homes;de 0 a 15 anys;població;;215
2024;25011701003;homes;de 16 a 64 anys;població;;775
2024;25011701003;homes;65 anys o més;població;;91
2024;25011701003;homes;total;població;;1081
2024;25011701003;dones;de 0 a 15 anys;població;;206
2024;25011701003;dones;de 16 a 64 anys;població;;638
2024;25011701003;dones;65 anys o més;població;;112
2024;25011701003;dones;total;població;;956
2024;25011701003;total;de 0 a 15 anys;població;;421
2024;25011701003;total;de 16 a 64 anys;població;;1413
2024;25011701003;total;65 anys o més;població;;203
2024;25011701003;total;total;població;;2037
2024;25011701004;homes;de 0 a 15 anys;població;;225
2024;25011701004;homes;de 16 a 64 anys;població;;894
2024;25011701004;homes;65 anys o més;població;;160
2024;25011701004;homes;total;població;;1279
2024;25011701004;dones;de 0 a 15 anys;població;;209
2024;25011701004;dones;de 16 a 64 anys;població;;841
2024;25011701004;dones;65 anys o més;població;;193
2024;25011701004;dones;total;població;;1243
2024;25011701004;total;de 0 a 15 anys;població;;434
2024;25011701004;total;de 16 a 64 anys;població;;1735
2024;25011701004;total;65 anys o més;població;;353
2024;25011701004;total;total;població;;2522
2024;25012201001;homes;de 0 a 15 anys;població;;195
2024;25012201001;homes;de 16 a 64 anys;població;;777
2024;25012201001;homes;65 anys o més;població;;159
2024;25012201001;homes;total;població;;1131
2024;25012201001;dones;de 0 a 15 anys;població;;159
2024;25012201001;dones;de 16 a 64 anys;població;;588
2024;25012201001;dones;65 anys o més;població;;180
2024;25012201001;dones;total;població;;927
2024;25012201001;total;de 0 a 15 anys;població;;354
2024;25012201001;total;de 16 a 64 anys;població;;1365
2024;25012201001;total;65 anys o més;població;;339
2024;25012201001;total;total;població;;2058
2024;25012201002;homes;de 0 a 15 anys;població;;148
2024;25012201002;homes;de 16 a 64 anys;població;;567
2024;25012201002;homes;65 anys o més;població;;90
2024;25012201002;homes;total;població;;805
2024;25012201002;dones;de 0 a 15 anys;població;;174
2024;25012201002;dones;de 16 a 64 anys;població;;503
2024;25012201002;dones;65 anys o més;població;;81
2024;25012201002;dones;total;població;;758
2024;25012201002;total;de 0 a 15 anys;població;;322
2024;25012201002;total;de 16 a 64 anys;població;;1070
2024;25012201002;total;65 anys o més;població;;171
2024;25012201002;total;total;població;;1563
2024;43005601001;homes;de 0 a 15 anys;població;;220
2024;43005601001;homes;de 16 a 64 anys;població;;855
2024;43005601001;homes;65 anys o més;població;;200
2024;43005601001;homes;total;població;;1275
2024;43005601001;dones;de 0 a 15 anys;població;;210
2024;43005601001;dones;de 16 a 64 anys;població;;869
2024;43005601001;dones;65 anys o més;població;;247
2024;43005601001;dones;total;població;;1326
2024;43005601001;total;de 0 a 15 anys;població;;430
2024;43005601001;total;de 16 a 64 anys;població;;1724
2024;43005601001;total;65 anys o més;població;;447
2024;43005601001;total;total;població;;2601
2024;43005602001;homes;de 0 a 15 anys;població;;208
2024;43005602001;homes;de 16 a 64 anys;població;;911
2024;43005602001;homes;65 anys o més;població;;258
2024;43005602001;homes;total;població;;1377
2024;43005602001;dones;de 0 a 15 anys;població;;231
2024;43005602001;dones;de 16 a 64 anys;població;;843
2024;43005602001;dones;65 anys o més;població;;282
2024;43005602001;dones;total;població;;1356
2024;43005602001;total;de 0 a 15 anys;població;;439
2024;43005602001;total;de 16 a 64 anys;població;;1754
2024;43005602001;total;65 anys o més;població;;540
2024;43005602001;total;total;població;;2733
2024;43904401001;homes;de 0 a 15 anys;població;;238
2024;43904401001;homes;de 16 a 64 anys;població;;930
2024;43904401001;homes;65 anys o més;població;;227
2024;43904401001;homes;total;població;;1395
2024;43904401001;dones;de 0 a 15 anys;població;;168
2024;43904401001;dones;de 16 a 64 anys;població;;739
2024;43904401001;dones;65 anys o més;població;;282
2024;43904401001;dones;total;població;;1189
2024;43904401001;total;de 0 a 15 anys;població;;406
2024;43904401001;total;de 16 a 64 anys;població;;1669
2024;43904401001;total;65 anys o més;població;;509
2024;43904401001;total;total;població;;2584
2024;43904401002;homes;de 0 a 15 anys;població;;149
2024;43904401002;homes;de 16 a 64 anys;població;;733
2024;43904401002;homes;65 anys o més;població;;193
2024;43904401002;homes;total;població;;1075
2024;43904401002;dones;de 0 a 15 anys;població;;135
2024;43904401002;dones;de 16 a 64 anys;població;;552
2024;43904401002;dones;65 anys o més;població;;208
2024;43904401002;dones;total;població;;895
2024;43904401002;total;de 0 a 15 anys;població;;284
2024;43904401002;total;de 16 a 64 anys;població;;1285
2024;43904401002;total;65 anys o més;població;;401
2024;43904401002;total;total;població;;1970
2024;43006901001;homes;de 0 a 15 anys;població;;58
2024;43006901001;homes;de 16 a 64 anys;població;;277
2024;43006901001;homes;65 anys o més;població;;124
2024;43006901001;homes;total;població;;459
2024;43006901001;dones;de 0 a 15 anys;població;;52
2024;43006901001;dones;de 16 a 64 anys;població;;249
2024;43006901001;dones;65 anys o més;població;;137
2024;43006901001;dones;total;població;;438
2024;43006901001;total;de 0 a 15 anys;població;;110
2024;43006901001;total;de 16 a 64 anys;població;;526
2024;43006901001;total;65 anys o més;població;;261
2024;43006901001;total;total;població;;897
2024;43007501001;homes;de 0 a 15 anys;població;;89
2024;43007501001;homes;de 16 a 64 anys;població;;334
2024;43007501001;homes;65 anys o més;població;;79
2024;43007501001;homes;total;població;;502
2024;43007501001;dones;de 0 a 15 anys;població;;74
